"department","publisher","books","percent"
"Graduate","Berg",1,0.12254901960784313
"Graduate","Routledge & Kegan Paul",2,0.24509803921568626
"Graduate","Faber",5,0.6127450980392157
"Graduate","W. de Gruyter",1,0.12254901960784313
"Graduate","Hambledon Press",1,0.12254901960784313
"Graduate","Clarendon",2,0.24509803921568626
"Graduate","University of Toronto Press",2,0.24509803921568626
"Graduate","Routledge",32,3.9215686274509802
"Graduate","Weidenfeld & Nicolson",3,0.36764705882352944
"Graduate","Methuen",1,0.12254901960784313
"Graduate","Ashgate",14,1.7156862745098038
"Graduate","Greenwood Press",1,0.12254901960784313
"Graduate","Cass",1,0.12254901960784313
"Graduate","F. Steiner",2,0.24509803921568626
"Graduate","Springer",2,0.24509803921568626
"Graduate","Macmillan",1,0.12254901960784313
"Graduate","Penguin",6,0.7352941176470589
"Graduate","Oxford University Press, USA",51,6.25
"Graduate","Collins Harvill",1,0.12254901960784313
"Graduate","Continuum",2,0.24509803921568626
"Graduate","Harvard University Press",11,1.3480392156862746
"Graduate","Sweet & Maxwell",26,3.1862745098039214
"Graduate","Princeton University Press",12,1.4705882352941178
"Graduate","Polity",3,0.36764705882352944
"Graduate","New Press",2,0.24509803921568626
"Graduate","Longman",1,0.12254901960784313
"Graduate","Zed Books",1,0.12254901960784313
"Graduate","Brill Academic Publishers",3,0.36764705882352944
"Graduate","University of Pennsylvania Press",3,0.36764705882352944
"Graduate","Manchester University Press",18,2.2058823529411766
"Graduate","Palgrave Macmillan",4,0.49019607843137253
"Graduate","Martinus Nijhoff Publishers",3,0.36764705882352944
"Graduate","Brill",1,0.12254901960784313
"Graduate","Sweet and Maxwell",1,0.12254901960784313
"Graduate","Sweet & Maxwell/Thomson Reuters",8,0.9803921568627451
"Graduate","Aspen Publishers",13,1.5931372549019607
"Graduate","Hart Publisning",13,1.5931372549019607
"Graduate","Hart Pub",1,0.12254901960784313
"Graduate","M. Nijhoff",1,0.12254901960784313
"Graduate","Hotei Publishing",1,0.12254901960784313
"Graduate","Wolters Kluwer Law & Business",11,1.3480392156862746
"Graduate","Pearson Longman",3,0.36764705882352944
"Graduate","Francis Pinter",1,0.12254901960784313
"Graduate","Praeger",1,0.12254901960784313
"Graduate","Kluwer Law International",10,1.2254901960784315
"Graduate","Hart",8,0.9803921568627451
"Graduate","Ashgate/Dartmouth",2,0.24509803921568626
"Graduate","Academic Press",1,0.12254901960784313
"Graduate","Jossey-Bass",2,0.24509803921568626
"Graduate","University of Chicago Press",2,0.24509803921568626
"Graduate","H.M.S.O",1,0.12254901960784313
"Graduate","University of Michigan Press",2,0.24509803921568626
"Graduate","Eleven International Publishing",2,0.24509803921568626
"Graduate","Sweet",2,0.24509803921568626
"Graduate","Stationary Office",2,0.24509803921568626
"Graduate","Stationery Office",5,0.6127450980392157
"Graduate","Claredon Press",2,0.24509803921568626
"Graduate","Pearson Education",2,0.24509803921568626
"Graduate","Edward Elgar Publishing",4,0.49019607843137253
"Graduate","Foundation Press",1,0.12254901960784313
"Graduate","Cambridge Universtiy Press",1,0.12254901960784313
"Graduate","MIT Press",3,0.36764705882352944
"Graduate","Russell Sage Foundation",1,0.12254901960784313
"Graduate","Penguin Books Ltd",3,0.36764705882352944
"Graduate","University of North Carolina Press",1,0.12254901960784313
"Graduate","Duncker & Humblot",3,0.36764705882352944
"Graduate","Ducker & Humblot",1,0.12254901960784313
"Graduate","Penguin Books",2,0.24509803921568626
"Graduate","Bloomsbury Professional",5,0.6127450980392157
"Graduate","United Nations Educational, Scientific & Cult",1,0.12254901960784313
"Science and Technology Studies","MIT Press",9,5.69620253164557
"Science and Technology Studies","University of Chicago Press",18,11.39240506329114
"Science and Technology Studies","Totem Books",1,0.6329113924050633
"Science and Technology Studies","Harvard University Press",12,7.594936708860759
"Science and Technology Studies","Cambridge University Press",38,24.050632911392405
"Science and Technology Studies","Oxford University Press",10,6.329113924050633
"Science and Technology Studies","Princeton University Press",2,1.2658227848101267
"Science and Technology Studies","University of California Press",4,2.5316455696202533
"Science and Technology Studies","Columbia University Press",8,5.063291139240507
"Science and Technology Studies","Macmillan",2,1.2658227848101267
"Science and Technology Studies","Open University Press",7,4.430379746835443
"Science and Technology Studies","Kluwer Academic Publishers",1,0.6329113924050633
"Science and Technology Studies","Palgrave Macmillan",5,3.1645569620253164
"Science and Technology Studies","Sage",2,1.2658227848101267
"Science and Technology Studies","Routledge",7,4.430379746835443
"Science and Technology Studies","Polity",4,2.5316455696202533
"Science and Technology Studies","Bantam Press (10 May 2012)",1,0.6329113924050633
"Science and Technology Studies","Perseus Publishing",3,1.8987341772151898
"Science and Technology Studies","Berg Publishers",2,1.2658227848101267
"Science and Technology Studies","Sage Publications",1,0.6329113924050633
"Science and Technology Studies","University of Keele",1,0.6329113924050633
"Science and Technology Studies","Indiana University Press",1,0.6329113924050633
"Science and Technology Studies","Rutgers University Press",4,2.5316455696202533
"Science and Technology Studies","Harper Perennial",1,0.6329113924050633
"Science and Technology Studies","Johns Hopkins University Press",3,1.8987341772151898
"Science and Technology Studies","Vintage Books",1,0.6329113924050633
"Science and Technology Studies","Manchester University Press",1,0.6329113924050633
"Science and Technology Studies","Picador USA",2,1.2658227848101267
"Science and Technology Studies","Plume",2,1.2658227848101267
"Science and Technology Studies","University of Rochester Press",3,1.8987341772151898
"Science and Technology Studies","Ashgate",2,1.2658227848101267
"Bartlett School of Construction and Project Management","Prentice Hall",3,9.375
"Bartlett School of Construction and Project Management","Spon Press",2,6.25
"Bartlett School of Construction and Project Management","Institute of Personnel and Development",1,3.125
"Bartlett School of Construction and Project Management","Pearson Prentice Hall",1,3.125
"Bartlett School of Construction and Project Management","South-Western/Cengage Learning",2,6.25
"Bartlett School of Construction and Project Management","Ashgate",1,3.125
"Bartlett School of Construction and Project Management","Houghton Mifflin Co",1,3.125
"Bartlett School of Construction and Project Management","Oxford University Press",2,6.25
"Bartlett School of Construction and Project Management","Wiley",3,9.375
"Bartlett School of Construction and Project Management","Pearson",1,3.125
"Bartlett School of Construction and Project Management","Butterworth-Heinemann",4,12.5
"Bartlett School of Construction and Project Management","Blackwell Pub",1,3.125
"Bartlett School of Construction and Project Management","Wiley-Blackwell",4,12.5
"Bartlett School of Construction and Project Management","RIBA Enterprises",1,3.125
"Bartlett School of Construction and Project Management","Macmillan",1,3.125
"Bartlett School of Construction and Project Management","Spon",1,3.125
"Bartlett School of Construction and Project Management","RIBA Publishing",1,3.125
"Bartlett School of Construction and Project Management","Cambridge University Press",2,6.25
"Mechanical Engineering","Wiley",9,18.367346938775512
"Mechanical Engineering","McGraw-Hill",5,10.204081632653061
"Mechanical Engineering","Prentice Hall",10,20.408163265306122
"Mechanical Engineering","Addison-Wesley",3,6.122448979591836
"Mechanical Engineering","John Wiley & Sons",2,4.081632653061225
"Mechanical Engineering","CL-Engineering",3,6.122448979591836
"Mechanical Engineering","Pearson",2,4.081632653061225
"Mechanical Engineering","McGraw Hill Higher Education",1,2.0408163265306123
"Mechanical Engineering","Butterworth-Heinemann",3,6.122448979591836
"Mechanical Engineering","Cambridge University Press",1,2.0408163265306123
"Mechanical Engineering","CRC Press",1,2.0408163265306123
"Mechanical Engineering","McGraw-Hill Higher Education",1,2.0408163265306123
"Mechanical Engineering","McGraw-Hill Professional",2,4.081632653061225
"Mechanical Engineering","Springer",3,6.122448979591836
"Mechanical Engineering","Pearson Education International",1,2.0408163265306123
"Mechanical Engineering","John Wiley",1,2.0408163265306123
"Mechanical Engineering","Springer-Verlag",1,2.0408163265306123
"CALT (Centre for the Advancement of Learning & Teaching)","Jossey-Bass",1,16.666666666666668
"CALT (Centre for the Advancement of Learning & Teaching)","Palgrave Macmillan",1,16.666666666666668
"CALT (Centre for the Advancement of Learning & Teaching)","Routledge",1,16.666666666666668
"CALT (Centre for the Advancement of Learning & Teaching)","Metropolitan Books",1,16.666666666666668
"CALT (Centre for the Advancement of Learning & Teaching)","North Holland",1,16.666666666666668
"CALT (Centre for the Advancement of Learning & Teaching)","RoutledgeFalmer",1,16.666666666666668
"Institute of the Americas","Blackwell",4,0.22792022792022792
"Institute of the Americas","Cambridge University Press",106,6.0398860398860394
"Institute of the Americas","Institute for the Study of the Americas",4,0.22792022792022792
"Institute of the Americas","University of Texas Press",15,0.8547008547008547
"Institute of the Americas","Houghton Mifflin",4,0.22792022792022792
"Institute of the Americas","MIT Press",20,1.1396011396011396
"Institute of the Americas","W.W. Norton & Co",5,0.2849002849002849
"Institute of the Americas","University of California Press",62,3.532763532763533
"Institute of the Americas","Oxford University Press",75,4.273504273504273
"Institute of the Americas","Fernwood Pub",4,0.22792022792022792
"Institute of the Americas","McGill-Queen's University Press",2,0.11396011396011396
"Institute of the Americas","Buccaneer Books Inc",1,0.05698005698005698
"Institute of the Americas","Routledge",63,3.58974358974359
"Institute of the Americas","Edward Elgar Publishing",5,0.2849002849002849
"Institute of the Americas","University of Arizona Press",6,0.3418803418803419
"Institute of the Americas","Institute of Latin American Studies",19,1.0826210826210827
"Institute of the Americas","Palgrave Macmillan",61,3.4757834757834756
"Institute of the Americas","Island Press",2,0.11396011396011396
"Institute of the Americas","Blackwell Publishers Inc",3,0.17094017094017094
"Institute of the Americas","Columbia University Press",11,0.6267806267806267
"Institute of the Americas","Edward Elgar Pub",6,0.3418803418803419
"Institute of the Americas","Jai",1,0.05698005698005698
"Institute of the Americas","Modern Library",1,0.05698005698005698
"Institute of the Americas","Harcourt, Brace",1,0.05698005698005698
"Institute of the Americas","Manchester University Press",32,1.8233618233618234
"Institute of the Americas","Zed Books",12,0.6837606837606838
"Institute of the Americas","Institute for the Study of Human Issues",2,0.11396011396011396
"Institute of the Americas","Princeton University Press",27,1.5384615384615385
"Institute of the Americas","University of Washington Press",1,0.05698005698005698
"Institute of the Americas","Everyman's Library",1,0.05698005698005698
"Institute of the Americas","University Press of Kansas",29,1.6524216524216524
"Institute of the Americas","Longman",13,0.7407407407407407
"Institute of the Americas","BBC Books",8,0.45584045584045585
"Institute of the Americas","CQ Press",18,1.0256410256410255
"Institute of the Americas","Macmillan",14,0.7977207977207977
"Institute of the Americas","University of Georgia Press",17,0.9686609686609686
"Institute of the Americas","Cornell University Press",21,1.1965811965811965
"Institute of the Americas","Johns Hopkins University Press",41,2.336182336182336
"Institute of the Americas","University of Chicago Press",11,0.6267806267806267
"Institute of the Americas","University of Oklahoma Press",3,0.17094017094017094
"Institute of the Americas","L. Rienner Publishers",20,1.1396011396011396
"Institute of the Americas","Lynne Rienner Publishers",16,0.9116809116809117
"Institute of the Americas","University of Pittsburgh Press",29,1.6524216524216524
"Institute of the Americas","United Nations University Press",2,0.11396011396011396
"Institute of the Americas","Praeger",30,1.7094017094017093
"Institute of the Americas","University of North Carolina Press",61,3.4757834757834756
"Institute of the Americas","Westview Press",46,2.6210826210826212
"Institute of the Americas","Stanford University Press",25,1.4245014245014245
"Institute of the Americas","Pennsylvania State University Press",16,0.9116809116809117
"Institute of the Americas","University of Nebraska Press",7,0.39886039886039887
"Institute of the Americas","Transaction Publishers",9,0.5128205128205128
"Institute of the Americas","St. Martin's Press",3,0.17094017094017094
"Institute of the Americas","University of Michigan Press",9,0.5128205128205128
"Institute of the Americas","Yale University Press",19,1.0826210826210827
"Institute of the Americas","Verso",14,0.7977207977207977
"Institute of the Americas","The Johns Hopkins University Press",2,0.11396011396011396
"Institute of the Americas","Center for Us-Mexican Studies",3,0.17094017094017094
"Institute of the Americas","SR Books",6,0.3418803418803419
"Institute of the Americas","Rowman & Littlefield",7,0.39886039886039887
"Institute of the Americas","Sussex Academic Press",1,0.05698005698005698
"Institute of the Americas","Lynne Rienner Pub",7,0.39886039886039887
"Institute of the Americas","Polity",7,0.39886039886039887
"Institute of the Americas","Lynne Rienner",6,0.3418803418803419
"Institute of the Americas","Greenwood Press",10,0.5698005698005698
"Institute of the Americas","Ashgate",1,0.05698005698005698
"Institute of the Americas","Brookings Institution Press",5,0.2849002849002849
"Institute of the Americas","University of New Mexico Press",2,0.11396011396011396
"Institute of the Americas","Oxford University Press, USA",42,2.393162393162393
"Institute of the Americas","W.W. Norton",12,0.6837606837606838
"Institute of the Americas","Transaction Books",5,0.2849002849002849
"Institute of the Americas","Wesleyan University Press",2,0.11396011396011396
"Institute of the Americas","Duke University Press",38,2.1652421652421654
"Institute of the Americas","Cornell U.P",1,0.05698005698005698
"Institute of the Americas","Harvard University Press",18,1.0256410256410255
"Institute of the Americas","Rowman and Littlefield",5,0.2849002849002849
"Institute of the Americas","Macmillan in association with St. Antony's College, Oxford",3,0.17094017094017094
"Institute of the Americas","Latin America Bureau",4,0.22792022792022792
"Institute of the Americas","Scribner",1,0.05698005698005698
"Institute of the Americas","University Press of Florida",34,1.9373219373219372
"Institute of the Americas","Hutchinson",1,0.05698005698005698
"Institute of the Americas","Fernwood Publishing",1,0.05698005698005698
"Institute of the Americas","Berghahn Books",2,0.11396011396011396
"Institute of the Americas","The University of North Carolina Press",2,0.11396011396011396
